membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,total_tow_miles,mean_tow_miles,vehicle,total_cost,mean_total_cost,total_members_in_household,total_calls_veh,total_cost_veh,total_member_cost_veh,mean_total_calls_veh,mean_total_cost_veh,mean_total_member_cost_veh,consumer_score
507,6593863,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,MERCURY,SABLE,UNKNOWN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,47,74.0,1.5,0,0,0,0,0,0,0,0.0,0,1.0,22.5,,0.0,,5.0,0.0,1.0,1.0,,,2.0,5.0,1.0,3.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCURY SABLE,90.0,22.5,2,1158.0,17361.68,59571.57,3.0314,45.449424,155.946518,
509,7794499,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2914,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,47,74.5,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,2.0,,,,6.0,1.0,3.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
513,90083049,UNKNOWN,CANCELLED,RI,UNKNOWN,DATA PROBLEM,NOTICE,PLUS MEMBERSHIP,2838,BMW,135I,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAMILY FUN-TASTIC,CAREER AND FAMILY,FLOURISHING FAMILIES,MILLENIALS (1981 - 1993),BETWEEN 11 & 15 YEARS,1,26,38.0296,0.1361,0,0,0,0,0,0,0,1.0,0,3.0,34.577891,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,,6.0,9.0,4.0,8.0,,5.0,,2.0,3.0,12.0,1.0,0.0,677.35,30.0,0.0,5247.85,132.0,0.0,11.899887,0.2993,0.0,13.0,707.35,1.603968,231.3,0.52449,BMW 135I,15248.85,34.577891,6,534.0,9810.89,30710.41,2.2437,41.222227,129.035336,76.0
535,10841562,"200 - 249,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2818,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAST TRACK COUPLES,CAREER AND FAMILY,PROMISING FAMILIES,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,55.0,11.7,0,0,0,0,0,0,0,1.0,0,2.0,35.685,1.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0,3.0,7.0,14.0,4.0,12.0,,6.0,,0.0,3.0,5.0,5.0,5.0,294.25,150.0,265.0,356.85,0.0,0.0,35.685,0.0,0.0,15.0,709.25,70.925,56.7,5.67,UNKNOWN UNKNOWN,356.85,35.685,5,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
538,13474812,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DARE TO DREAM,METROPOLITAN STRUGGLERS,ASPIRATIONAL FUSION,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,35,90.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,2.0,33.0,8.0,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
559,17723749,"70-79,999",CANCELLED,RI,650-699,MEMBERS REQUEST,NOTICE,UNKNOWN,2828,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,HOMEOWNER,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,47,86.5,7.0,0,0,0,0,0,0,0,,0,3.0,0.0,2.0,0.0,,3.0,0.0,3.0,,0.0,,3.0,3.0,3.0,4.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
584,19461364,"70-79,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,HONDA,ACCORD,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,47,80.0,6.0,0,0,0,0,0,0,1,0.0,0,2.0,10.8,2.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,,8.0,3.0,3.0,4.0,14.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HONDA ACCORD,54.0,10.8,4,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
593,18898609,"50-59,999",ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2861,FORD,EXPEDITION,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,GENERATION X (1969 - 1980),+40 YEARS,0,47,45.4286,10.2857,1,0,0,0,1,0,0,1.0,0,4.0,27.228571,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,,8.0,7.0,3.0,6.0,,9.0,,0.0,4.0,0.0,12.0,16.0,0.0,592.8,550.0,190.6,0.0,0.0,27.228571,0.0,0.0,28.0,1142.8,163.257143,6.1,0.871429,FORD EXPEDITION,190.6,27.228571,4,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
596,5080214,"90-99,999",CANCELLED,RI,700-749,NO LONGER DRIVING,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,UNKNOWN,BETWEEN 1 & 5 YEARS,6,47,86.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,26.5,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,,5.0,3.0,3.0,4.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,106.0,26.5,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
636,86423992,"50-59,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,50,84.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,53.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
660,6615784,"70-79,999",ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,94.0,7.5,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,2.0,,3.0,,,,0.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
666,12944825,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2882,HONDA,ACCORD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,56.5556,0.0,0,0,0,0,0,0,0,1.0,0,,30.094444,,,,,,,,,,3.0,,,,,,1.0,0.0,4.0,3.0,0.0,0.0,176.55,0.0,0.0,270.85,0.0,0.0,30.094444,0.0,0.0,3.0,176.55,19.616667,0.0,0.0,HONDA ACCORD,270.85,30.094444,6,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
722,16047644,"50-59,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2916,TOYOTA,TACOMA,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,50,64.75,5.0,0,0,0,0,0,0,0,0.0,1,1.0,26.5,2.0,0.0,3.0,4.0,,4.0,,0.0,,3.0,,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOYOTA TACOMA,212.0,26.5,5,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
725,3051335,250K+,ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2835,TOYOTA,SIENNA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,47,82.0,8.0,0,0,0,0,0,0,0,1.0,0,1.0,48.032,1.0,0.0,3.0,13.0,0.0,1.0,,0.0,,,2.0,2.0,2.0,,,,3.0,0.0,0.0,10.0,10.0,0.0,529.25,410.0,237.85,0.0,0.0,47.57,0.0,0.0,20.0,939.25,187.85,60.4,12.08,TOYOTA SIENNA,240.16,48.032,1,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
726,8592569,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,BASIC MEMBERSHIP,2920,FORD,TAURUS,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DARE TO DREAM,METROPOLITAN STRUGGLERS,ASPIRATIONAL FUSION,BABY BOOMERS (1948 - 1968),+40 YEARS,0,43,66.0,0.0,0,0,0,0,0,0,0,0.0,0,,53.0,,,,,2.0,,,,,2.0,33.0,8.0,17.0,,,,0.0,1.0,0.0,3.0,3.0,0.0,159.0,159.0,159.0,0.0,0.0,53.0,0.0,0.0,6.0,318.0,106.0,0.0,0.0,FORD TAURUS,159.0,53.0,1,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
727,17063402,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2827,CHEVROLET,C1500,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,UNKNOWN,MANAGEMENT - INFERRED,UNKNOWN,STOCKCARS AND STATE PARKS,ROUTINE SERVICE WORKERS,FAMILY UNION,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,48,62.75,13.0,0,0,0,0,0,0,0,0.0,1,3.0,26.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,,,32.0,3.0,10.0,10.0,12.0,,0.0,3.0,0.0,3.0,5.0,0.0,119.65,162.5,208.0,0.0,0.0,26.0,0.0,0.0,8.0,282.15,35.26875,54.3,6.7875,CHEVROLET C1500,208.0,26.0,3,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
775,37576754,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2852,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MILLENIALS (1981 - 1993),BETWEEN 16 & 20 YEARS,4,50,51.5,0.0,0,1,0,0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
778,4363978,"10-19,999",ACTIVE,RI,550-599,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2911,SATURN,ION,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,COLLEGES AND CAFES,METROPOLITAN STRUGGLERS,SINGLES AND STARTERS,POST-WAR (< 1948),+40 YEARS,0,49,87.0,5.0,0,0,0,0,0,0,0,1.0,0,1.0,53.65,1.0,2.0,,6.0,2.0,6.0,1.0,0.0,,,37.0,8.0,9.0,1.0,3.0,,0.0,0.0,0.0,18.0,18.0,0.0,1059.3,954.0,482.85,0.0,0.0,53.65,0.0,0.0,36.0,2013.3,223.7,2.0,0.222222,SATURN ION,482.85,53.65,1,899.0,11721.64,46216.34,3.4981,45.609494,179.830117,
783,16326537,"20-29,999",PENDING,RI,750-799,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2852,CHRYSLER,300,CAUCASION / WHITE - ENGLISH,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,COUPLES WITH CLOUT,BOURGEOIS PROSPERITY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,50,58.4444,0.2222,0,0,0,0,0,0,0,1.0,0,1.0,29.444444,2.0,,,11.0,0.0,1.0,2.0,0.0,,2.0,26.0,2.0,7.0,,5.0,,2.0,4.0,2.0,12.0,16.0,187.1,780.49,1053.19,265.0,0.0,0.0,29.444444,0.0,0.0,30.0,2020.78,224.531111,0.0,0.0,CHRYSLER 300,265.0,29.444444,5,1653.0,24909.24,89428.59,3.1667,47.718851,171.319138,64.0
815,1722677,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2842,FORD,F-150,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,UNKNOWN,MANAGEMENT - INFERRED,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,47,65.8571,8.0,1,0,0,0,1,1,0,1.0,0,4.3333,28.857143,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,6.0,3.0,3.0,4.0,28.0,5.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,28.857143,0.0,0.0,0.0,0.0,0.0,2.0,0.285714,FORD F-150,202.0,28.857143,3,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
854,5989797,"90-99,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2914,CADILLAC,ESCALADE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,UPPER MANAGEMENT/EXECUTIVE,MANAGEMENT - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,50,72.8,13.6364,0,0,0,0,0,0,0,1.0,0,1.0,41.459091,1.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,,3.0,1.0,1.0,1.0,12.0,12.0,,0.0,0.0,18.0,37.0,18.0,1059.3,2158.1,1006.65,448.05,0.0,0.0,40.731818,0.0,0.0,73.0,4224.05,384.004545,14.9,1.354545,CADILLAC ESCALADE,456.05,41.459091,3,920.0,12368.76,48041.12,3.5115,47.209008,183.363053,57.0
866,15943935,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2895,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,65.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,1.0,,,,4.0,6.0,5.0,4.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
868,13303309,"40-49,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2915,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,PROBABLE RENTER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,72.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,3.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,0.0,2.0,0.0,0.0,171.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,171.7,171.7,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
870,924925,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2889,NISSAN,ALTIMA,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,MILLENIALS (1981 - 1993),BETWEEN 16 & 20 YEARS,4,47,50.0,1.7143,0,0,0,0,0,0,0,1.0,0,5.0,41.428571,7.0,0.0,2.0,14.0,0.0,1.0,,0.0,,3.0,10.0,5.0,9.0,,,,2.0,3.0,0.0,0.0,3.0,0.0,0.0,195.0,191.0,99.0,0.0,27.285714,14.1429,0.0,3.0,195.0,27.857143,37.8,5.4,NISSAN ALTIMA,290.0,41.428571,3,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
874,4368581,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,91.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.25,45.25,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
881,5186190,"10-19,999",CANCELLED,RI,700-749,NO LONGER DRIVING,NOTICE,UNKNOWN,2816,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,88.0,5.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,0.0,1.0,6.0,,2.0,,0.0,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
882,5123472,"150 - 174,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2864,NISSAN,ROGUE,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,MALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,71,62.3333,9.75,0,1,0,0,0,0,0,0.0,1,1.0,22.125,2.0,0.0,,10.0,0.0,4.0,2.0,0.0,,12.0,2.0,2.0,2.0,5.0,14.0,,2.0,1.0,0.0,1.0,2.0,0.0,32.5,67.0,88.5,0.0,0.0,22.125,0.0,0.0,3.0,99.5,24.875,0.0,0.0,NISSAN ROGUE,88.5,22.125,3,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
898,18673835,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2886,ACURA,RLX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,50,66.0,0.0,0,0,0,0,0,1,0,0.0,0,,46.375,,,,,,,,,,6.0,,,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,78.5,371.0,0.0,0.0,46.375,0.0,0.0,2.0,78.5,9.8125,0.0,0.0,ACURA RLX,371.0,46.375,3,610.0,11087.33,32825.24,2.8111,51.093687,151.268387,
959,84997298,"60-69,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2825,TOYOTA,RAV4,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 1 & 5 YEARS,6,13,52.5,5.25,0,0,0,0,0,0,0,0.0,0,1.0,27.25,2.0,0.0,2.0,9.0,2.0,1.0,,0.0,,3.0,25.0,2.0,4.0,,,,2.0,1.0,0.0,0.0,3.0,0.0,0.0,237.75,109.0,0.0,0.0,27.25,0.0,0.0,3.0,237.75,59.4375,8.0,2.0,TOYOTA RAV4,109.0,27.25,2,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
965,19568361,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,DODGE,RAM 2500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 31 & 40 YEARS,5,37,48.0,0.0,0,0,0,0,0,0,0,0.0,0,,15.0,,,,,,,,,,3.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,DODGE RAM 2500,30.0,15.0,2,1570.0,24117.64,84943.62,3.0019,46.114034,162.416099,58.0
1000,20023961,"30-39,999",CANCELLED,RI,750-799,NO LONGER DRIVING,NOTICE,BASIC MEMBERSHIP,2910,HONDA,ACCORD,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,92.6667,5.0,0,0,0,0,0,0,0,0.0,0,1.0,53.0,1.0,0.0,,8.0,,1.0,,0.0,,5.0,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,106.0,53.0,159.0,0.0,0.0,53.0,0.0,0.0,3.0,159.0,53.0,0.0,0.0,HONDA ACCORD,159.0,53.0,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
