membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
535,10841562,"200 - 249,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2818,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAST TRACK COUPLES,CAREER AND FAMILY,PROMISING FAMILIES,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,55.875,11.375,0,0,0,0,0,0,0,1.0,0,2.0,31.35625,1.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0,3.0,7.0,14.0,4.0,12.0,,6.0,,0.0,3.0,4.0,4.0,4.0,235.4,120.0,212.0,250.85,0.0,0.0,31.35625,0.0,0.0,12.0,567.4,70.925,UNKNOWN UNKNOWN,250.85,31.35625,5
538,13474812,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DARE TO DREAM,METROPOLITAN STRUGGLERS,ASPIRATIONAL FUSION,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,35,90.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,2.0,33.0,8.0,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
559,17723749,"70-79,999",CANCELLED,RI,650-699,MEMBERS REQUEST,NOTICE,UNKNOWN,2828,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,HOMEOWNER,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,47,86.5,7.0,0,0,0,0,0,0,0,,0,3.0,0.0,2.0,0.0,,3.0,0.0,3.0,,0.0,,3.0,3.0,3.0,4.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
584,19461364,"70-79,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,HONDA,ACCORD,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,47,80.0,3.75,0,0,0,0,0,0,1,0.0,0,2.0,6.75,2.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,,8.0,3.0,3.0,4.0,14.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,HONDA ACCORD,27.0,6.75,4
593,18898609,"50-59,999",ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2861,DODGE,CARAVAN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,GENERATION X (1969 - 1980),+40 YEARS,0,47,46.0,10.0,1,0,0,0,1,0,0,1.0,0,4.0,24.6,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,,8.0,7.0,3.0,6.0,,9.0,,0.0,4.0,0.0,9.0,12.0,0.0,444.6,412.5,147.6,0.0,0.0,24.6,0.0,0.0,21.0,857.1,142.85,DODGE CARAVAN,147.6,24.6,4
596,5080214,"90-99,999",PENDING,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,CHRYSLER,TOWN & COUNTRY,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,47,86.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,26.5,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,,5.0,3.0,3.0,4.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,CHRYSLER TOWN & COUNTRY,106.0,26.5,2
636,86423992,"50-59,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,50,84.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,53.0,UNKNOWN UNKNOWN,0.0,0.0,1
660,6615784,"70-79,999",ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,94.0,7.5,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,2.0,,3.0,,,,0.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
666,12944825,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2882,TOYOTA,AVALON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,54.375,0.0,0,0,0,0,0,0,0,1.0,0,,27.23125,,,,,,,,,,3.0,,,,,,1.0,0.0,4.0,2.0,0.0,0.0,117.7,0.0,0.0,217.85,0.0,0.0,27.23125,0.0,0.0,2.0,117.7,14.7125,TOYOTA AVALON,217.85,27.23125,6
722,16047644,"50-59,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2916,TOYOTA,TACOMA,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,50,61.3333,3.3333,0,0,0,0,0,0,0,0.0,1,1.0,17.666667,2.0,0.0,3.0,4.0,,4.0,,0.0,,3.0,,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,17.666667,0.0,0.0,0.0,0.0,0.0,TOYOTA TACOMA,106.0,17.666667,5
725,3051335,250K+,ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2835,TOYOTA,SIENNA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,47,82.0,8.0,0,0,0,0,0,0,0,1.0,0,1.0,48.032,1.0,0.0,3.0,13.0,0.0,1.0,,0.0,,,2.0,2.0,2.0,,,,3.0,0.0,0.0,10.0,10.0,0.0,529.25,410.0,237.85,0.0,0.0,47.57,0.0,0.0,20.0,939.25,187.85,TOYOTA SIENNA,240.16,48.032,1
726,8592569,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,BASIC MEMBERSHIP,2920,DODGE,INTREPID,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DARE TO DREAM,METROPOLITAN STRUGGLERS,ASPIRATIONAL FUSION,BABY BOOMERS (1948 - 1968),+40 YEARS,0,43,66.0,0.0,0,0,0,0,0,0,0,0.0,0,,53.0,,,,,2.0,,,,,2.0,33.0,8.0,17.0,,,,0.0,1.0,0.0,2.0,2.0,0.0,106.0,106.0,106.0,0.0,0.0,53.0,0.0,0.0,4.0,212.0,106.0,DODGE INTREPID,106.0,53.0,1
727,17063402,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2827,SUBARU,OUTBACK,CAUCASION / WHITE - EUROPEAN,HOME OWNER,GRADUATED SCHOOL,SFDU,FEMALE,BEAUTY,OTHER - KNOWN,UNKNOWN,STOCKCARS AND STATE PARKS,ROUTINE SERVICE WORKERS,FAMILY UNION,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,60.6667,13.0,0,0,0,0,0,0,0,0.0,1,3.0,25.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,,,32.0,3.0,10.0,10.0,12.0,,0.0,3.0,0.0,2.0,4.0,0.0,87.15,130.0,150.0,0.0,0.0,25.0,0.0,0.0,6.0,217.15,36.191667,SUBARU OUTBACK,150.0,25.0,3
775,37576754,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2852,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,50,51.5,0.0,0,1,0,0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
778,4363978,"10-19,999",ACTIVE,RI,550-599,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2911,SATURN,ION,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,COLLEGES AND CAFES,METROPOLITAN STRUGGLERS,SINGLES AND STARTERS,POST-WAR (< 1948),+40 YEARS,0,49,87.0,5.0,0,0,0,0,0,0,0,1.0,0,1.0,53.835714,1.0,2.0,,6.0,2.0,6.0,1.0,0.0,,,37.0,8.0,9.0,1.0,3.0,,0.0,0.0,0.0,14.0,14.0,0.0,823.9,742.0,376.85,0.0,0.0,53.835714,0.0,0.0,28.0,1565.9,223.7,SATURN ION,376.85,53.835714,1
783,16326537,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2852,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,COUPLES WITH CLOUT,BOURGEOIS PROSPERITY,POWER ELITE,POST-WAR (< 1948),+40 YEARS,0,50,56.7143,0.1429,0,0,0,0,0,0,0,1.0,0,1.0,22.714286,2.0,,,11.0,0.0,1.0,2.0,0.0,,2.0,25.0,2.0,7.0,,5.0,,2.0,4.0,2.0,10.0,14.0,187.1,674.49,970.19,159.0,0.0,0.0,22.714286,0.0,0.0,26.0,1831.78,261.682857,UNKNOWN UNKNOWN,159.0,22.714286,5
815,1722677,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2842,FORD,F-150,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,UNKNOWN,MANAGEMENT - INFERRED,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,47,63.4,7.2,1,0,0,0,1,1,0,1.0,0,4.0,23.4,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,6.0,3.0,3.0,4.0,27.0,5.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,FORD F-150,117.0,23.4,3
854,5989797,"90-99,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2914,CHRYSLER,PT CRUISER,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,SELF EMPLOYED,OTHER - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,50,72.7778,13.5,0,0,0,0,0,0,0,1.0,0,1.0,40.305,1.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,,3.0,1.0,1.0,1.0,12.0,12.0,,0.0,0.0,16.0,33.0,16.0,941.6,1922.7,894.8,395.05,0.0,0.0,39.505,0.0,0.0,65.0,3759.1,375.91,CHRYSLER PT CRUISER,403.05,40.305,3
866,15943935,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2895,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,65.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,1.0,,,,4.0,6.0,5.0,4.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
868,13303309,"40-49,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2915,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,PROBABLE RENTER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,72.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,3.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,0.0,2.0,0.0,0.0,171.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,171.7,171.7,UNKNOWN UNKNOWN,0.0,0.0,1
870,924925,UNDER 10K,ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2889,NISSAN,MAXIMA,CAUCASION / WHITE - EASTERN EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,BABY BOOMERS (1948 - 1968),BETWEEN 16 & 20 YEARS,4,47,50.0,1.6,0,0,0,0,0,0,0,1.0,0,5.0,42.0,7.0,0.0,2.0,14.0,0.0,1.0,,0.0,,3.0,10.0,5.0,9.0,,,,2.0,3.0,0.0,0.0,2.0,0.0,0.0,130.0,138.0,72.0,0.0,27.6,14.4,0.0,2.0,130.0,26.0,NISSAN MAXIMA,210.0,42.0,3
874,4368581,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,91.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.25,45.25,UNKNOWN UNKNOWN,0.0,0.0,1
881,5186190,"10-19,999",CANCELLED,RI,700-749,NO LONGER DRIVING,NOTICE,UNKNOWN,2816,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,88.0,5.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,0.0,1.0,6.0,,2.0,,0.0,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
882,5123472,"150 - 174,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2864,NISSAN,ROGUE,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,MALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,71,63.0,8.6667,0,1,0,0,0,0,0,0.0,1,1.0,20.166667,2.0,0.0,,10.0,0.0,4.0,2.0,0.0,,12.0,2.0,2.0,2.0,5.0,14.0,,2.0,1.0,0.0,1.0,1.0,0.0,32.5,33.5,60.5,0.0,0.0,20.166667,0.0,0.0,2.0,66.0,22.0,NISSAN ROGUE,60.5,20.166667,3
898,18673835,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2886,ACURA,TL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,50,66.0,0.0,0,0,0,0,0,1,0,0.0,0,,44.166667,,,,,,,,,,6.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.25,265.0,0.0,0.0,44.166667,0.0,0.0,1.0,39.25,6.541667,ACURA TL,265.0,44.166667,3
959,84997298,"60-69,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2825,TOYOTA,RAV4,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 1 & 5 YEARS,6,13,52.6667,4.6667,0,0,0,0,0,0,0,0.0,0,1.0,27.0,2.0,0.0,2.0,9.0,2.0,1.0,,0.0,,3.0,26.0,2.0,4.0,,,,2.0,1.0,0.0,0.0,3.0,0.0,0.0,237.75,81.0,0.0,0.0,27.0,0.0,0.0,3.0,237.75,79.25,TOYOTA RAV4,81.0,27.0,2
965,19568361,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,DODGE,RAM 2500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 31 & 40 YEARS,5,37,48.0,0.0,0,0,0,0,0,0,0,0.0,0,,15.0,,,,,,,,,,3.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,DODGE RAM 2500,30.0,15.0,2
1000,20023961,UNKNOWN,CANCELLED,RI,UNKNOWN,NO LONGER DRIVING,NOTICE,BASIC MEMBERSHIP,2910,HONDA,ACCORD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,92.0,7.5,0,0,0,0,0,0,0,0.0,0,1.0,53.0,1.0,0.0,,8.0,,1.0,,0.0,,5.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,53.0,53.0,106.0,0.0,0.0,53.0,0.0,0.0,2.0,106.0,53.0,HONDA ACCORD,106.0,53.0,2
1010,14758543,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2882,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,COUPLES WITH CLOUT,BOURGEOIS PROSPERITY,POWER ELITE,UNKNOWN,BETWEEN 6 & 10 YEARS,3,7,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,25.0,2.0,7.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
1111,17037280,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2921,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GENERATIONAL SOUP,CAREER AND FAMILY,FLOURISHING FAMILIES,POST-WAR (< 1948),+40 YEARS,0,47,94.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,30.0,4.0,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
1126,14266185,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2889,CHEVROLET,MALIBU,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,SALES/MARKETING,SALES - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 1 & 5 YEARS,6,56,69.0,4.5,0,0,0,0,0,1,1,1.0,0,1.0,13.25,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,,4.0,1.0,1.0,1.0,9.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,CHEVROLET MALIBU,53.0,13.25,4
1132,7945506,"100-149,999",CANCELLED,RI,750-799,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2920,INFINITI,I35,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),BETWEEN 1 & 5 YEARS,6,16,57.5714,15.0,0,0,0,0,0,0,0,1.0,1,2.0,37.857143,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,13.0,2.0,,0.0,3.0,2.0,5.0,12.0,106.0,265.0,636.0,265.0,0.0,0.0,37.857143,0.0,0.0,19.0,1007.0,143.857143,INFINITI I35,265.0,37.857143,4
1139,11627760,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2888,BUICK,CENTURY,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,49,71.4,4.0909,0,1,0,0,0,1,0,1.0,0,1.3333,44.427273,1.0,0.0,2.0,5.0,,1.0,2.0,0.0,,2.0,,,,8.0,13.0,,0.0,1.0,14.0,21.0,7.0,823.9,1235.85,371.0,488.7,0.0,0.0,44.427273,0.0,0.0,42.0,2430.75,220.977273,BUICK CENTURY,488.7,44.427273,4
1180,3267596,"60-69,999",CANCELLED,RI,700-749,MEMBERS REQUEST,NOTICE,PLUS MEMBERSHIP,2893,NISSAN,MAXIMA,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,49,88.0,7.5,0,1,0,0,0,0,0,0.0,0,2.0,35.5,2.0,0.0,,9.0,,2.0,,0.0,,3.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,18.0,0.0,26.5,9.0,0.0,0.0,0.0,0.0,NISSAN MAXIMA,71.0,35.5,2
1216,13631247,"50-59,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2920,INFINITI,QX56,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,71,43.0769,4.6154,0,0,0,0,0,0,0,1.0,0,1.0,43.861538,2.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,,,7.0,3.0,6.0,1.0,3.0,,2.0,5.0,9.0,18.0,19.0,556.65,1059.3,1064.0,546.2,24.0,0.0,42.015385,1.8462,0.0,46.0,2679.95,206.15,INFINITI QX56,570.2,43.861538,3
